                                          MasterPlex QT Report By Analyte
    Report Date: 12/9/2005                                                   Run Date: Virtual Plate
    Report Time: 1:06:54 PM                                                  Run Time: Virtual Plate
    Data File: Virtual Plate                                                 Hardware Serial No. : Virtual Plate
    Plate Name: 2005April13 Xenon cyto.mlx                                   Operator: Virtual Plate
    MasterPlex QT Version: 2.0.7.103                                         Analyst: 
                                                                                                      Background:
                                                Analyte Name: GMCSF                              136.333333333333
       Well                  Sample Name                      MFI             Concentration           Unit   Count
        F6             <unnamed> (17031)                       18                      4.76          pg/mL     316
        G6             <unnamed> (17032)                       14                   <4.8828          pg/mL      73
        H6             <unnamed> (17033)                        8                   <4.8828          pg/mL     220
        A7             <unnamed> (17034)                       15                      0.58          pg/mL     123
        B7             <unnamed> (17035)                       15                      0.58          pg/mL     144
        C7             <unnamed> (17036)                     28.5                     17.51          pg/mL     112
        D7             <unnamed> (17037)                     72.5                     64.94          pg/mL      96
        E7             <unnamed> (17038)                       93                     85.74          pg/mL      63
        F7             <unnamed> (17039)                       14                   <4.8828          pg/mL      57
     Virtual Plate                                 Page - 30 of 41                        2005April13 Xenon cyto.mlx

    12/9/2005                                    Report By Analytes                                       1:06:54 PM
       Well                  Sample Name                      MFI             Concentration           Unit   Count
        G7             <unnamed> (17040)                       11                   <4.8828          pg/mL      78
        H7             <unnamed> (17041)                    341.5                    317.32          pg/mL      64
        A8             <unnamed> (17042)                       34                     23.80          pg/mL     149
        B8             <unnamed> (17043)                       81                     73.63          pg/mL      59
        C8             <unnamed> (17044)                       28                     16.93          pg/mL      71
        D8             <unnamed> (17045)                       10                   <4.8828          pg/mL      66
        E8             <unnamed> (17046)                   1333.5                   1139.02          pg/mL      72
        F8             <unnamed> (17047)                       14                   <4.8828          pg/mL      58
        G8             <unnamed> (17048)                       13                   <4.8828          pg/mL     314
        H8             <unnamed> (17049)                       13                   <4.8828          pg/mL     134
        A9             <unnamed> (17050)                       17                      3.43          pg/mL      80
        B9             <unnamed> (17051)                      102                     94.72          pg/mL      65
        C9             <unnamed> (17052)                     45.5                     36.50          pg/mL      64
        D9             <unnamed> (17053)                     12.5                   <4.8828          pg/mL     204
        E9             <unnamed> (17054)                       12                   <4.8828          pg/mL     115
        F9             <unnamed> (17055)                       47                     38.12          pg/mL      71
        G9             <unnamed> (17056)                       17                      3.43          pg/mL     216
        H9             <unnamed> (17057)                      370                    342.57          pg/mL     100
        A10            <unnamed> (17058)                       13                   <4.8828          pg/mL     279
        B10            <unnamed> (17059)                       13                   <4.8828          pg/mL     275
        C10            <unnamed> (17060)                       18                      4.76          pg/mL      53
        D10            <unnamed> (17061)                     83.5                     76.16          pg/mL     302
        E10            <unnamed> (17062)                       12                   <4.8828          pg/mL     319
        F10            <unnamed> (17063)                       17                      3.43          pg/mL     323
        G10            <unnamed> (17064)                       13                   <4.8828          pg/mL     302
        H10            <unnamed> (17065)                        9                   <4.8828          pg/mL     181
        A11            <unnamed> (17066)                       17                      3.43          pg/mL     294
        B11            <unnamed> (17067)                       12                   <4.8828          pg/mL     196
        C11            <unnamed> (17068)                       30                     19.25          pg/mL     266
        D11            <unnamed> (17069)                       78                     70.57          pg/mL     170
        E11            <unnamed> (17070)                    110.5                    103.13          pg/mL     322
        F11            <unnamed> (17071)                       12                   <4.8828          pg/mL     307
        G11            <unnamed> (17072)                      8.5                   <4.8828          pg/mL     226
        H11            <unnamed> (17073)                      212                    199.88          pg/mL     199
        A12            <unnamed> (17074)                       29                     18.09          pg/mL     215
        B12            <unnamed> (17075)                      108                    100.67          pg/mL     301
        C12            <unnamed> (17076)                       30                     19.25          pg/mL     243
        D12            <unnamed> (17077)                       35                     24.92          pg/mL      93
        E12            <unnamed> (17078)                      274                    256.72          pg/mL     291
        F12            <unnamed> (17079)                       17                      3.43          pg/mL     300
        G12            <unnamed> (17080)                      416                    382.99          pg/mL     252
        H12            <unnamed> (17081)                     12.5                   <4.8828          pg/mL     158
        A13            <unnamed> (17082)                     91.5                     84.24          pg/mL     148
        B13            <unnamed> (17083)                       98                     90.74          pg/mL     191
        C13            <unnamed> (17084)                      100                     92.73          pg/mL      60
        D13            <unnamed> (17085)                       18                      4.76          pg/mL     287
        E13            <unnamed> (17086)                       11                   <4.8828          pg/mL     248
        F13            <unnamed> (17087)                       34                     23.80          pg/mL     283
     Virtual Plate                                 Page - 31 of 41                        2005April13 Xenon cyto.mlx

    12/9/2005                                    Report By Analytes                                       1:06:54 PM
       Well                  Sample Name                      MFI             Concentration           Unit   Count
        G13            <unnamed> (17088)                       22                      9.79          pg/mL     309
        H13            <unnamed> (17089)                    302.5                    282.45          pg/mL     176
        A14            <unnamed> (17090)                        9                   <4.8828          pg/mL     178
        B14            <unnamed> (17091)                        8                   <4.8828          pg/mL     301
        C14            <unnamed> (17092)                       11                   <4.8828          pg/mL     299
        D14            <unnamed> (17093)                       65                     57.18          pg/mL     146
        E14            <unnamed> (17094)                       14                   <4.8828          pg/mL     210
        F14            <unnamed> (17095)                       13                   <4.8828          pg/mL     299
        G14            <unnamed> (17096)                       10                   <4.8828          pg/mL     196
        H14            <unnamed> (17097)                        8                   <4.8828          pg/mL     151
        A15            <unnamed> (17098)                       12                   <4.8828          pg/mL     133
        B15            <unnamed> (17099)                       13                   <4.8828          pg/mL     245
        C15            <unnamed> (17100)                       17                      3.43          pg/mL     192
        D15            <unnamed> (17101)                      195                    184.04          pg/mL     341
        E15            <unnamed> (17102)                      147                    138.61          pg/mL     183
        F15            <unnamed> (17103)                        9                   <4.8828          pg/mL     242
        G15            <unnamed> (17104)                        9                   <4.8828          pg/mL     197
        H15            <unnamed> (17105)                      215                    202.66          pg/mL     186
        A16            <unnamed> (17106)                       29                     18.09          pg/mL     215
        B16            <unnamed> (17107)                     63.5                     55.61          pg/mL      94
        C16            <unnamed> (17108)                       14                   <4.8828          pg/mL     176
        D16            <unnamed> (17109)                       10                   <4.8828          pg/mL     190
        E16            <unnamed> (17110)                      156                    147.22          pg/mL     254
        F16            <unnamed> (17111)                       12                   <4.8828          pg/mL      50
        G16            <unnamed> (17112)                      485                    442.90          pg/mL      89
        H16            <unnamed> (17113)                     10.5                   <4.8828          pg/mL     142
        A17            <unnamed> (17114)                       13                   <4.8828          pg/mL     178
        B17            <unnamed> (17115)                       50                     41.35          pg/mL      61
        C17            <unnamed> (17116)                      180                    169.97          pg/mL     264
        D17            <unnamed> (17117)                       11                   <4.8828          pg/mL     300
        E17            <unnamed> (17118)                       10                   <4.8828          pg/mL     373
        F17            <unnamed> (17119)                       11                   <4.8828          pg/mL     260
        G17            <unnamed> (17120)                       31                     20.39          pg/mL     114
        H17            <unnamed> (17121)                      234                    220.20          pg/mL     321
                                                  Analyte Name: IL-6                                  Background:
                                                                                                 8.33333333333333
       Well                  Sample Name                      MFI             Concentration           Unit   Count
        A1             <unnamed> (16989)                     2770                  18594.07          pg/mL      59
        B1             <unnamed> (16990)                      605                   5036.60          pg/mL      50
        C1             <unnamed> (16991)                      119                   1211.42          pg/mL      59
        D1             <unnamed> (16992)                       33                    340.47          pg/mL      58
        E1             <unnamed> (16993)                       13                     83.31          pg/mL      59
        F1             <unnamed> (16994)                        9                     16.07          pg/mL      74
        G1             <unnamed> (16995)                        8                   <4.8828          pg/mL      65
        H1             <unnamed> (16996)                        7                   <4.8828          pg/mL      65
        A2             <unnamed> (16997)                   3311.5                  21751.32          pg/mL      68
     Virtual Plate                                 Page - 32 of 41                        2005April13 Xenon cyto.mlx

    12/9/2005                                    Report By Analytes                                       1:06:54 PM
       Well                  Sample Name                      MFI             Concentration           Unit   Count
        B2             <unnamed> (16998)                      525                   4458.93          pg/mL      63
        C2             <unnamed> (16999)                    130.5                   1317.04          pg/mL      70
        D2             <unnamed> (17000)                       39                    409.29          pg/mL      50
        E2             <unnamed> (17001)                       15                    112.63          pg/mL      71
        F2             <unnamed> (17002)                       10                     34.88          pg/mL      65
        G2             <unnamed> (17003)                        7                   <4.8828          pg/mL      59
        H2             <unnamed> (17004)                        9                     16.07          pg/mL      98
        A3             <unnamed> (17005)                     2951                  19652.37          pg/mL      60
        B3             <unnamed> (17006)                      663                   5448.01          pg/mL      55
        C3             <unnamed> (17007)                      131                   1321.60          pg/mL      71
        D3             <unnamed> (17008)                     39.5                    414.93          pg/mL      88
        E3             <unnamed> (17009)                       15                    112.63          pg/mL      87
        F3             <unnamed> (17010)                        9                     16.07          pg/mL      67
        G3             <unnamed> (17011)                        8                   <4.8828          pg/mL      50
        H3             <unnamed> (17012)                        9                     16.07          pg/mL      50
        A4             <unnamed> (17013)                       10                      0.00          pg/mL      71
        B4             <unnamed> (17014)                       10                      0.00          pg/mL      75
        C4             <unnamed> (17015)                        8                      0.00          pg/mL      51
        D4             <unnamed> (17016)                        7                      0.00          pg/mL      55
        E4             <unnamed> (17017)                       28                    281.13          pg/mL      52
        F4             <unnamed> (17018)                       31                    316.98          pg/mL      70
        G4             <unnamed> (17019)                       24                    231.95          pg/mL      70
        H4             <unnamed> (17020)                       31                    316.98          pg/mL      63
        A5             <unnamed> (17021)                      224                   2129.68          pg/mL      53
        B5             <unnamed> (17022)                      198                   1910.46          pg/mL      81
        C5             <unnamed> (17023)                    231.5                   2192.15          pg/mL      62
        D5             <unnamed> (17024)                    206.5                   1982.61          pg/mL      50
        E5             <unnamed> (17025)                       14                    490.84          pg/mL     219
        A6             <unnamed> (17026)                       14                    490.84          pg/mL      66
        B6             <unnamed> (17027)                      109                   5590.97          pg/mL     111
        C6             <unnamed> (17028)                       90                   4684.65          pg/mL      63
        D6             <unnamed> (17029)                      105                   5402.54          pg/mL      59
        E6             <unnamed> (17030)                       21                    968.98          pg/mL     238
        F6             <unnamed> (17031)                      193                   9338.90          pg/mL     358
        G6             <unnamed> (17032)                       21                    968.98          pg/mL     102
        H6             <unnamed> (17033)                        7                   <4.8828          pg/mL     216
        A7             <unnamed> (17034)                       20                    903.89          pg/mL     134
        B7             <unnamed> (17035)                       65                   3439.34          pg/mL     105
        C7             <unnamed> (17036)                     1947                  68519.91          pg/mL     152
        D7             <unnamed> (17037)                    305.5                  13964.15          pg/mL     132
        E7             <unnamed> (17038)                      430                  18773.64          pg/mL      89
        F7             <unnamed> (17039)                      116                   5917.98          pg/mL      67
        G7             <unnamed> (17040)                        8                   <4.8828          pg/mL      86
        H7             <unnamed> (17041)                      637                  26321.48          pg/mL      59
        A8             <unnamed> (17042)                    588.5                  24592.34          pg/mL     204
        B8             <unnamed> (17043)                      262                  12214.78          pg/mL      56
        C8             <unnamed> (17044)                      662                  27204.83          pg/mL      85
        D8             <unnamed> (17045)                      149                   7419.10          pg/mL      63
     Virtual Plate                                 Page - 33 of 41                        2005April13 Xenon cyto.mlx

    12/9/2005                                    Report By Analytes                                       1:06:54 PM
       Well                  Sample Name                      MFI             Concentration           Unit   Count
        E8             <unnamed> (17046)                     2711                  91240.90          pg/mL     100
        F8             <unnamed> (17047)                       55                   2918.63          pg/mL      56
        G8             <unnamed> (17048)                    381.5                  16930.19          pg/mL     298
        H8             <unnamed> (17049)                       71                   3744.84          pg/mL     125
        A9             <unnamed> (17050)                       34                   1760.54          pg/mL      73
        B9             <unnamed> (17051)                    404.5                  17808.71          pg/mL      58
        C9             <unnamed> (17052)                      908                  35656.63          pg/mL      63
        D9             <unnamed> (17053)                       39                   2046.46          pg/mL     201
        E9             <unnamed> (17054)                       14                    490.84          pg/mL     143
        F9             <unnamed> (17055)                       61                   3232.91          pg/mL      65
        G9             <unnamed> (17056)                       44                   2325.24          pg/mL     216
        H9             <unnamed> (17057)                      791                  31686.78          pg/mL     121
        A10            <unnamed> (17058)                       13                    416.53          pg/mL     363
        B10            <unnamed> (17059)                       97                   5021.99          pg/mL     303
        C10            <unnamed> (17060)                      126                   6379.52          pg/mL      79
        D10            <unnamed> (17061)                       98                   5069.84          pg/mL     382
        E10            <unnamed> (17062)                       23                   1096.86          pg/mL     401
        F10            <unnamed> (17063)                      277                  12822.87          pg/mL     344
        G10            <unnamed> (17064)                       19                    837.93          pg/mL     296
        H10            <unnamed> (17065)                       10                    174.40          pg/mL     230
        A11            <unnamed> (17066)                       99                   5117.61          pg/mL     368
        B11            <unnamed> (17067)                       64                   3387.95          pg/mL     239
        C11            <unnamed> (17068)                     1446                  53086.55          pg/mL     317
        D11            <unnamed> (17069)                    123.5                   6264.72          pg/mL     218
        E11            <unnamed> (17070)                      406                  17865.73          pg/mL     347
        F11            <unnamed> (17071)                       69                   3643.53          pg/mL     385
        G11            <unnamed> (17072)                        6                   <4.8828          pg/mL     283
        H11            <unnamed> (17073)                      371                  16526.39          pg/mL     234
        A12            <unnamed> (17074)                      420                  18396.33          pg/mL     205
        B12            <unnamed> (17075)                    448.5                  19468.08          pg/mL     322
        C12            <unnamed> (17076)                    828.5                  32968.18          pg/mL     264
        D12            <unnamed> (17077)                      903                  35488.62          pg/mL      87
        E12            <unnamed> (17078)                      724                  29374.07          pg/mL     365
        F12            <unnamed> (17079)                       41                   2158.76          pg/mL     340
        G12            <unnamed> (17080)                    766.5                  30844.66          pg/mL     336
        H12            <unnamed> (17081)                       29                   1465.83          pg/mL     155
        A13            <unnamed> (17082)                     1045                  40209.91          pg/mL     153
        B13            <unnamed> (17083)                      766                  30827.43          pg/mL     237
        C13            <unnamed> (17084)                   1705.5                  61152.16          pg/mL      76
        D13            <unnamed> (17085)                       24                   1159.77          pg/mL     338
        E13            <unnamed> (17086)                       38                   1989.89          pg/mL     290
        F13            <unnamed> (17087)                       38                   1989.89          pg/mL     317
        G13            <unnamed> (17088)                      235                  11105.91          pg/mL     303
        H13            <unnamed> (17089)                     1107                  42241.24          pg/mL     159
        A14            <unnamed> (17090)                        9                     80.37          pg/mL     201
        B14            <unnamed> (17091)                       97                   5021.99          pg/mL     329
        C14            <unnamed> (17092)                       64                   3387.95          pg/mL     311
        D14            <unnamed> (17093)                       73                   3845.65          pg/mL     150
     Virtual Plate                                 Page - 34 of 41                        2005April13 Xenon cyto.mlx

    12/9/2005                                    Report By Analytes                                       1:06:54 PM
       Well                  Sample Name                      MFI             Concentration           Unit   Count
        E14            <unnamed> (17094)                     46.5                   2462.32          pg/mL     218
        F14            <unnamed> (17095)                      119                   6057.11          pg/mL     368
        G14            <unnamed> (17096)                       10                    174.40          pg/mL     213
        H14            <unnamed> (17097)                        8                   <4.8828          pg/mL     168
        A15            <unnamed> (17098)                       56                   2971.42          pg/mL     138
        B15            <unnamed> (17099)                       83                   4342.80          pg/mL     356
        C15            <unnamed> (17100)                    785.5                  31498.08          pg/mL     200
        D15            <unnamed> (17101)                    296.5                  13605.64          pg/mL     344
        E15            <unnamed> (17102)                      506                  21598.97          pg/mL     199
        F15            <unnamed> (17103)                       45                   2380.24          pg/mL     278
        G15            <unnamed> (17104)                        8                   <4.8828          pg/mL     238
        H15            <unnamed> (17105)                    325.5                  14754.95          pg/mL     238
        A16            <unnamed> (17106)                    416.5                  18263.95          pg/mL     278
        B16            <unnamed> (17107)                      171                   8389.05          pg/mL      87
        C16            <unnamed> (17108)                      247                  11601.12          pg/mL     212
        D16            <unnamed> (17109)                     50.5                   2678.82          pg/mL     198
        E16            <unnamed> (17110)                      256                  11970.00          pg/mL     308
        F16            <unnamed> (17111)                        7                   <4.8828          pg/mL      63
        G16            <unnamed> (17112)                      807                  32234.61          pg/mL     128
        H16            <unnamed> (17113)                       28                   1405.63          pg/mL     171
        A17            <unnamed> (17114)                       66                   3490.59          pg/mL     195
        B17            <unnamed> (17115)                      169                   8301.75          pg/mL      78
        C17            <unnamed> (17116)                   2169.5                  75214.80          pg/mL     286
        D17            <unnamed> (17117)                       19                    837.93          pg/mL     326
        E17            <unnamed> (17118)                       12                    339.69          pg/mL     402
        F17            <unnamed> (17119)                       25                   1222.06          pg/mL     274
        G17            <unnamed> (17120)                     46.5                   2462.32          pg/mL     114
        H17            <unnamed> (17121)                      500                  21378.45          pg/mL     366
                                                                                                      Background:
                                                Analyte Name: MCP-1                              6.66666666666667
       Well                  Sample Name                      MFI             Concentration           Unit   Count
        A1             <unnamed> (16989)                     8679                  23695.37          pg/mL      69
        B1             <unnamed> (16990)                   6280.5                   4300.95          pg/mL      80
        C1             <unnamed> (16991)                     2805                   1192.62          pg/mL      76
        D1             <unnamed> (16992)                      472                    297.26          pg/mL      77
        E1             <unnamed> (16993)                       44                     73.61          pg/mL      71
        F1             <unnamed> (16994)                      9.5                     20.36          pg/mL      82
        G1             <unnamed> (16995)                        8                     14.10          pg/mL      72
        H1             <unnamed> (16996)                        6                   <4.8828          pg/mL      68
        A2             <unnamed> (16997)                     9253                 160716.19          pg/mL      66
        B2             <unnamed> (16998)                     6769                   5365.47          pg/mL      72
        C2             <unnamed> (16999)                     2885                   1229.44          pg/mL      76
        D2             <unnamed> (17000)                      557                    330.35          pg/mL      71
        E2             <unnamed> (17001)                       48                     77.57          pg/mL      79
        F2             <unnamed> (17002)                       11                     25.07          pg/mL      81
        G2             <unnamed> (17003)                        8                     14.10          pg/mL      73
     Virtual Plate                                 Page - 35 of 41                        2005April13 Xenon cyto.mlx

    12/9/2005                                    Report By Analytes                                       1:06:54 PM
       Well                  Sample Name                      MFI             Concentration           Unit   Count
        H2             <unnamed> (17004)                        7                      7.20          pg/mL      79
        A3             <unnamed> (17005)                     7745                   9366.06          pg/mL      76
        B3             <unnamed> (17006)                     6809                   5470.23          pg/mL      64
        C3             <unnamed> (17007)                     3096                   1330.21          pg/mL      77
        D3             <unnamed> (17008)                      506                    310.64          pg/mL      72
        E3             <unnamed> (17009)                       45                     74.62          pg/mL      71
        F3             <unnamed> (17010)                       12                     27.76          pg/mL      68
        G3             <unnamed> (17011)                        7                      7.20          pg/mL      58
        H3             <unnamed> (17012)                        7                      7.20          pg/mL      75
        A4             <unnamed> (17013)                       12                      0.00          pg/mL      60
        B4             <unnamed> (17014)                        8                      0.00          pg/mL      94
        C4             <unnamed> (17015)                        6                      0.00          pg/mL      59
        D4             <unnamed> (17016)                      7.5                      0.00          pg/mL      60
        E4             <unnamed> (17017)                      328                    237.52          pg/mL      54
        F4             <unnamed> (17018)                      326                    236.64          pg/mL      57
        G4             <unnamed> (17019)                      288                    219.67          pg/mL      63
        H4             <unnamed> (17020)                    353.5                    248.55          pg/mL      74
        A5             <unnamed> (17021)                     3676                   1639.30          pg/mL      57
        B5             <unnamed> (17022)                     3229                   1396.66          pg/mL      87
        C5             <unnamed> (17023)                   3703.5                   1655.32          pg/mL      68
        D5             <unnamed> (17024)                     3786                   1704.20          pg/mL      65
        E5             <unnamed> (17025)                       29                    283.29          pg/mL     262
        A6             <unnamed> (17026)                     23.5                    245.68          pg/mL      96
        B6             <unnamed> (17027)                       34                    313.85          pg/mL     116
        C6             <unnamed> (17028)                      102                    601.29          pg/mL      76
        D6             <unnamed> (17029)                    164.5                    791.13          pg/mL      72
        E6             <unnamed> (17030)                       33                    307.96          pg/mL     194
        F6             <unnamed> (17031)                       70                    484.15          pg/mL     273
        G6             <unnamed> (17032)                       61                    446.87          pg/mL      83
        H6             <unnamed> (17033)                       25                    256.45          pg/mL     261
        A7             <unnamed> (17034)                     57.5                    431.66          pg/mL     168
        B7             <unnamed> (17035)                       61                    446.87          pg/mL     139
        C7             <unnamed> (17036)                       33                    307.96          pg/mL     145
        D7             <unnamed> (17037)                       42                    357.79          pg/mL     145
        E7             <unnamed> (17038)                     89.5                    557.85          pg/mL     102
        F7             <unnamed> (17039)                       26                    263.40          pg/mL      86
        G7             <unnamed> (17040)                     33.5                    310.91          pg/mL      78
        H7             <unnamed> (17041)                      550                   1638.33          pg/mL      71
        A8             <unnamed> (17042)                     68.5                    478.10          pg/mL     184
        B8             <unnamed> (17043)                      101                    597.91          pg/mL      68
        C8             <unnamed> (17044)                       39                    341.91          pg/mL     103
        D8             <unnamed> (17045)                       28                    276.81          pg/mL      86
        E8             <unnamed> (17046)                    300.5                   1126.62          pg/mL      94
        F8             <unnamed> (17047)                       37                    330.94          pg/mL      51
        G8             <unnamed> (17048)                       87                    548.85          pg/mL     335
        H8             <unnamed> (17049)                       72                    492.11          pg/mL     133
        A9             <unnamed> (17050)                       21                    226.65          pg/mL      71
        B9             <unnamed> (17051)                    173.5                    815.85          pg/mL      64
     Virtual Plate                                 Page - 36 of 41                        2005April13 Xenon cyto.mlx

    12/9/2005                                    Report By Analytes                                       1:06:54 PM
       Well                  Sample Name                      MFI             Concentration           Unit   Count
        C9             <unnamed> (17052)                     17.5                    197.10          pg/mL      58
        D9             <unnamed> (17053)                       94                    573.78          pg/mL     219
        E9             <unnamed> (17054)                     60.5                    444.72          pg/mL     142
        F9             <unnamed> (17055)                       16                    183.03          pg/mL     101
        G9             <unnamed> (17056)                       83                    534.19          pg/mL     214
        H9             <unnamed> (17057)                      355                   1245.97          pg/mL     131
        A10            <unnamed> (17058)                       21                    226.65          pg/mL     290
        B10            <unnamed> (17059)                       26                    263.40          pg/mL     250
        C10            <unnamed> (17060)                    105.5                    613.03          pg/mL      60
        D10            <unnamed> (17061)                      142                    726.89          pg/mL     370
        E10            <unnamed> (17062)                       26                    263.40          pg/mL     431
        F10            <unnamed> (17063)                       23                    241.99          pg/mL     358
        G10            <unnamed> (17064)                       65                    463.75          pg/mL     190
        H10            <unnamed> (17065)                       21                    226.65          pg/mL     203
        A11            <unnamed> (17066)                       32                    301.96          pg/mL     340
        B11            <unnamed> (17067)                       28                    276.81          pg/mL     251
        C11            <unnamed> (17068)                       27                    270.18          pg/mL     295
        D11            <unnamed> (17069)                     31.5                    298.93          pg/mL     202
        E11            <unnamed> (17070)                       80                    522.98          pg/mL     368
        F11            <unnamed> (17071)                       18                    201.58          pg/mL     373
        G11            <unnamed> (17072)                       19                    210.26          pg/mL     262
        H11            <unnamed> (17073)                      351                   1237.41          pg/mL     214
        A12            <unnamed> (17074)                       45                    373.08          pg/mL     232
        B12            <unnamed> (17075)                     58.5                    436.05          pg/mL     310
        C12            <unnamed> (17076)                       29                    283.29          pg/mL     217
        D12            <unnamed> (17077)                       13                    151.08          pg/mL     120
        E12            <unnamed> (17078)                       91                    563.20          pg/mL     409
        F12            <unnamed> (17079)                       14                    162.42          pg/mL     376
        G12            <unnamed> (17080)                       21                    226.65          pg/mL     335
        H12            <unnamed> (17081)                     70.5                    486.15          pg/mL     202
        A13            <unnamed> (17082)                       15                    173.03          pg/mL     171
        B13            <unnamed> (17083)                      126                    678.69          pg/mL     245
        C13            <unnamed> (17084)                       17                    192.53          pg/mL      82
        D13            <unnamed> (17085)                       42                    357.79          pg/mL     364
        E13            <unnamed> (17086)                       38                    336.46          pg/mL     331
        F13            <unnamed> (17087)                       13                    151.08          pg/mL     363
        G13            <unnamed> (17088)                       69                    480.12          pg/mL     372
        H13            <unnamed> (17089)                      280                   1080.03          pg/mL     193
        A14            <unnamed> (17090)                       17                    192.53          pg/mL     211
        B14            <unnamed> (17091)                       14                    162.42          pg/mL     338
        C14            <unnamed> (17092)                       64                    459.58          pg/mL     354
        D14            <unnamed> (17093)                      111                    631.14          pg/mL     189
        E14            <unnamed> (17094)                        9                     92.57          pg/mL     253
        F14            <unnamed> (17095)                       33                    307.96          pg/mL     401
        G14            <unnamed> (17096)                     57.5                    431.66          pg/mL     266
        H14            <unnamed> (17097)                       29                    283.29          pg/mL     169
        A15            <unnamed> (17098)                       35                    319.64          pg/mL     141
        B15            <unnamed> (17099)                       23                    241.99          pg/mL     305
     Virtual Plate                                 Page - 37 of 41                        2005April13 Xenon cyto.mlx

    12/9/2005                                    Report By Analytes                                       1:06:54 PM
       Well                  Sample Name                      MFI             Concentration           Unit   Count
        C15            <unnamed> (17100)                       26                    263.40          pg/mL     237
        D15            <unnamed> (17101)                       24                    249.32          pg/mL     349
        E15            <unnamed> (17102)                       59                    438.23          pg/mL     211
        F15            <unnamed> (17103)                       15                    173.03          pg/mL     300
        G15            <unnamed> (17104)                       28                    276.81          pg/mL     202
        H15            <unnamed> (17105)                      330                   1191.96          pg/mL     247
        A16            <unnamed> (17106)                       46                    378.05          pg/mL     272
        B16            <unnamed> (17107)                       79                    519.21          pg/mL     120
        C16            <unnamed> (17108)                       23                    241.99          pg/mL     210
        D16            <unnamed> (17109)                       17                    192.53          pg/mL     206
        E16            <unnamed> (17110)                     61.5                    449.01          pg/mL     314
        F16            <unnamed> (17111)                        6                   <4.8828          pg/mL      76
        G16            <unnamed> (17112)                       16                    183.03          pg/mL     126
        H16            <unnamed> (17113)                       79                    519.21          pg/mL     183
        A17            <unnamed> (17114)                       23                    241.99          pg/mL     201
        B17            <unnamed> (17115)                    108.5                    622.96          pg/mL      80
        C17            <unnamed> (17116)                       18                    201.58          pg/mL     316
        D17            <unnamed> (17117)                       41                    352.57          pg/mL     364
        E17            <unnamed> (17118)                       32                    301.96          pg/mL     434
        F17            <unnamed> (17119)                     43.5                    365.51          pg/mL     296
        G17            <unnamed> (17120)                       13                    151.08          pg/mL     134
        H17            <unnamed> (17121)                      301                   1127.74          pg/mL     419
                                                                                                      Background:
                                                Analyte Name: TNFa                               16.6666666666667
       Well                  Sample Name                      MFI             Concentration           Unit   Count
        A1             <unnamed> (16989)                     4645                >2000.0000          pg/mL      67
